"","year","sex","lower_ci","upper_ci","mean_ex","Country_of_Birth"
"325",1992,"Female",69.7780106760283,70.6381035193227,70.2012187350396,"Outside UK"
"326",1992,"Male",64.6934636716484,65.6321989459816,65.1417925409356,"Outside UK"
"327",1993,"Female",69.377817228167,70.2390445655284,69.7929081250688,"Outside UK"
"328",1993,"Male",64.9279774077755,65.5740537854609,65.3115095342521,"Outside UK"
"329",1994,"Female",70.0434801231129,70.6878846338575,70.3995874708114,"Outside UK"
"330",1994,"Male",64.7407630353719,65.4648921132355,65.1310961219358,"Outside UK"
"331",1995,"Female",69.92598627944,70.6824792554167,70.3392242433625,"Outside UK"
"332",1995,"Male",65.0358825347698,65.7769185543505,65.4322482375603,"Outside UK"
"333",1996,"Female",69.8633608743705,70.680508406785,70.2571857098515,"Outside UK"
"334",1996,"Male",64.9859322076348,65.8260454905406,65.4723498295028,"Outside UK"
"335",1997,"Female",70.0667781577468,70.8264930565413,70.4160587986879,"Outside UK"
"336",1997,"Male",65.0189543698524,65.7279026121977,65.3669059975317,"Outside UK"
"337",1998,"Female",70.0940291052332,71.0541504887602,70.584480185631,"Outside UK"
"338",1998,"Male",65.3716753849288,66.0317970016772,65.7551231587179,"Outside UK"
"339",1999,"Female",70.2287436182503,71.0011272460095,70.5866933860642,"Outside UK"
"340",1999,"Male",65.2807637392992,65.9962427239362,65.6136809224759,"Outside UK"
"341",2000,"Female",70.364365280526,71.1244444516587,70.7240638641287,"Outside UK"
"342",2000,"Male",65.1380363443376,65.8328647604847,65.4225862021317,"Outside UK"
"343",2001,"Female",70.4046932850593,71.2083098861721,70.810776045294,"Outside UK"
"344",2001,"Male",65.409664351744,66.0719010098265,65.7325503868819,"Outside UK"
"345",2002,"Female",70.0535017148384,70.9126250599507,70.5245395902501,"Outside UK"
"346",2002,"Male",65.1789697302246,65.7511534732705,65.4321721195041,"Outside UK"
"347",2003,"Female",69.9473214633782,70.8348332923919,70.4158628811784,"Outside UK"
"348",2003,"Male",65.453900954829,66.2154108594236,65.8817531387795,"Outside UK"
"349",2004,"Female",70.1899670226207,70.8978825582814,70.5364889277802,"Outside UK"
"350",2004,"Male",65.0053618692807,65.9613646322066,65.475462540119,"Outside UK"
"351",2005,"Female",70.5460399284511,71.3479522755395,70.9337734258282,"Outside UK"
"352",2005,"Male",64.5993246481526,65.3002464403621,64.9661467278984,"Outside UK"
"353",2006,"Female",70.2526561743012,71.0304064786995,70.6268041150792,"Outside UK"
"354",2006,"Male",65.1489161622042,65.7134186331874,65.4391570413026,"Outside UK"
"355",2007,"Female",70.0762306710202,70.7266806905937,70.3502751116429,"Outside UK"
"356",2007,"Male",64.9789148778858,65.7219009097732,65.3629303901355,"Outside UK"
"357",2008,"Female",70.012209429311,70.7409945290469,70.363244551542,"Outside UK"
"358",2008,"Male",64.9199940957101,65.6352746167604,65.2917889515903,"Outside UK"
"359",2009,"Female",69.9567159256774,70.6524836431069,70.3156308714122,"Outside UK"
"360",2009,"Male",65.1043412793445,65.8188521841047,65.4723848870059,"Outside UK"
"361",2010,"Female",69.8545722829376,70.6842389860509,70.2920853904402,"Outside UK"
"362",2010,"Male",65.243778638423,65.9018740050463,65.5932639131457,"Outside UK"
"363",2011,"Female",70.2112597352312,70.882481517336,70.5233545641617,"Outside UK"
"364",2011,"Male",64.6454691306107,65.6409130559672,65.2471676145782,"Outside UK"
"365",2012,"Female",70.0102377233548,70.647919150782,70.3282716824376,"Outside UK"
"366",2012,"Male",64.7573551254827,65.5498303710465,65.1438044749805,"Outside UK"
"367",2013,"Female",70.4749692100868,71.2045441176755,70.8566945061731,"Outside UK"
"368",2013,"Male",65.1476386569226,66.0372812111678,65.5488334411542,"Outside UK"
"369",2014,"Female",70.2452298508298,70.9896880361845,70.5884122388126,"Outside UK"
"370",2014,"Male",64.9606141130266,65.7465515026089,65.3588621983486,"Outside UK"
"371",2015,"Female",70.2025986526214,70.7927908271543,70.4545202715517,"Outside UK"
"372",2015,"Male",64.684857362667,65.476371406081,65.0833364903381,"Outside UK"
"373",2016,"Female",70.1906387016009,70.9878635410035,70.5592844788783,"Outside UK"
"374",2016,"Male",64.8435197678197,65.6515524156885,65.2451961694175,"Outside UK"
"375",2017,"Female",1.42738292419375,1.43649251185414,1.43154111418486,"Outside UK"
"376",2017,"Male",1.42546698586436,1.43763553003351,1.43181184235639,"Outside UK"
"377",1971,"Female",59.4713630460336,59.5836831616126,59.5172553023064,"UK"
"378",1971,"Male",57.0813044530686,57.2606374372836,57.1748209694,"UK"
"379",1972,"Female",60.0604783620606,60.1735536158729,60.1117096567706,"UK"
"380",1972,"Male",57.5151703730833,57.7013147686475,57.6024354519097,"UK"
"381",1973,"Female",60.6128922517831,60.7524484782669,60.6915714737591,"UK"
"382",1973,"Male",57.840355766562,58.0028774641169,57.9254900914743,"UK"
"383",1974,"Female",61.143023665628,61.3037906338385,61.2215627775623,"UK"
"384",1974,"Male",58.1728185744664,58.3403367395943,58.2564653425699,"UK"
"385",1975,"Female",61.6554905254827,61.8324982656419,61.7425099834993,"UK"
"386",1975,"Male",58.5154286583348,58.7360405508028,58.6144337306555,"UK"
"387",1976,"Female",62.0664608157744,62.2073649301219,62.1470864165743,"UK"
"388",1976,"Male",58.7945535941821,58.95875912667,58.8740374836014,"UK"
"389",1977,"Female",62.5571037295326,62.7291196354829,62.6600442876616,"UK"
"390",1977,"Male",59.0380035185731,59.2662116133294,59.122518187381,"UK"
"391",1978,"Female",62.8651254127846,63.0385742759501,62.9577020198798,"UK"
"392",1978,"Male",59.2758326618089,59.4704379415102,59.3620344267125,"UK"
"393",1979,"Female",63.1641278669516,63.3758810343027,63.2885973032921,"UK"
"394",1979,"Male",59.4900337527875,59.7122270154153,59.6027710119313,"UK"
"395",1980,"Female",63.4852934106074,63.6817689242208,63.5952672952136,"UK"
"396",1980,"Male",59.652906577556,59.9328018987406,59.8049277852731,"UK"
"397",1981,"Female",63.7968549309895,64.0269351315749,63.9197825791085,"UK"
"398",1981,"Male",59.8067159920825,60.0170407974907,59.9202375733304,"UK"
"399",1982,"Female",64.0313663299921,64.241812498952,64.1387827231091,"UK"
"400",1982,"Male",59.9102909591343,60.1451672390949,60.024170893334,"UK"
"401",1983,"Female",64.2820374511387,64.5276652770299,64.3922184327179,"UK"
"402",1983,"Male",59.9226298140139,60.1839056772647,60.0701534184746,"UK"
"403",1984,"Female",64.3370080271642,64.4970306189183,64.4152564097743,"UK"
"404",1984,"Male",60.0840092232036,60.3105383169063,60.2000431362944,"UK"
"405",1985,"Female",64.6136896276374,64.8503409821431,64.7323296488126,"UK"
"406",1985,"Male",60.1832821472516,60.4249010131707,60.3153065146046,"UK"
"407",1986,"Female",64.8334116784319,65.0689121505767,64.9567328316752,"UK"
"408",1986,"Male",60.2847922193631,60.5188181019995,60.4119516930889,"UK"
"409",1987,"Female",64.8362066325634,65.0760412187812,64.9610749858712,"UK"
"410",1987,"Male",60.2777432264362,60.5449799652277,60.4411451486351,"UK"
"411",1988,"Female",65.0119601823995,65.227103947055,65.1116553149448,"UK"
"412",1988,"Male",60.324511172581,60.5430585197131,60.4340153155529,"UK"
"413",1989,"Female",65.0290775840614,65.2369965683835,65.1302748008078,"UK"
"414",1989,"Male",60.3226045197329,60.5570646565967,60.4642609765146,"UK"
"415",1990,"Female",65.2023471392636,65.4318616918094,65.3097947487821,"UK"
"416",1990,"Male",60.3348761074769,60.6201694637696,60.4931197245185,"UK"
"417",1991,"Female",65.1657625092542,65.4311967315704,65.3019180108107,"UK"
"418",1991,"Male",60.5087822616401,60.7365798415009,60.6253152415054,"UK"
"419",1992,"Female",65.3208216785171,65.5963355635054,65.4595395907893,"UK"
"420",1992,"Male",60.3851289074659,60.657616215466,60.5048939837735,"UK"
"421",1993,"Female",65.2729970988093,65.5470203490459,65.3842518364445,"UK"
"422",1993,"Male",60.3935155179138,60.7046590307313,60.5369782047123,"UK"
"423",1994,"Female",65.4122714121161,65.6264462839872,65.5363077223913,"UK"
"424",1994,"Male",60.55345769982,60.7952372804348,60.674339706101,"UK"
"425",1995,"Female",65.4375294177962,65.669085447694,65.5630247844205,"UK"
"426",1995,"Male",60.5577123730822,60.8459958094839,60.663678118241,"UK"
"427",1996,"Female",65.274376132166,65.5106099136998,65.3833322120377,"UK"
"428",1996,"Male",60.5360096806177,60.7752653905424,60.6309509682362,"UK"
"429",1997,"Female",65.4897627574979,65.7141679624898,65.6012826716751,"UK"
"430",1997,"Male",60.3738609439047,60.6860369331494,60.5397939420237,"UK"
"431",1998,"Female",65.5188404111028,65.7792484472626,65.6375998769708,"UK"
"432",1998,"Male",60.5165340590402,60.7797540788834,60.6695698946044,"UK"
"433",1999,"Female",65.443569803588,65.6743204822205,65.5422695581689,"UK"
"434",1999,"Male",60.4693961121697,60.7322180608505,60.599560943419,"UK"
"435",2000,"Female",65.4886699789167,65.7288890830726,65.5882883106547,"UK"
"436",2000,"Male",60.5980516679266,60.8760457868459,60.7446478331028,"UK"
"437",2001,"Female",65.3430002566998,65.624933681737,65.4698853390185,"UK"
"438",2001,"Male",60.6003640573753,60.8256269078363,60.6924754892513,"UK"
"439",2002,"Female",65.467810459046,65.6864671659876,65.575157438398,"UK"
"440",2002,"Male",60.4933410194239,60.7366580916184,60.6342473958175,"UK"
"441",2003,"Female",65.5664717864898,65.8264237530062,65.6916889248848,"UK"
"442",2003,"Male",60.4972934733131,60.7706247137015,60.6268793455423,"UK"
"443",2004,"Female",65.2997000410886,65.5662934171481,65.4349762197914,"UK"
"444",2004,"Male",60.3703405597512,60.6755205143732,60.51616156477,"UK"
"445",2005,"Female",65.3926930846701,65.7062847386634,65.5658929261855,"UK"
"446",2005,"Male",60.424514262716,60.6990861569408,60.567510454589,"UK"
"447",2006,"Female",65.4471390127425,65.7894230438624,65.621855436684,"UK"
"448",2006,"Male",60.5932578735974,60.8877798019673,60.7336432089333,"UK"
"449",2007,"Female",65.4677298702731,65.7060678788462,65.5727414400458,"UK"
"450",2007,"Male",60.4696769822638,60.7215331699872,60.6168369444243,"UK"
"451",2008,"Female",65.470297186423,65.7306355447043,65.6007126254599,"UK"
"452",2008,"Male",60.4771158126058,60.7465587251319,60.5918513520768,"UK"
"453",2009,"Female",65.5253223714355,65.826656843088,65.6989980874701,"UK"
"454",2009,"Male",60.4002880353644,60.6340611509268,60.5214212362138,"UK"
"455",2010,"Female",65.4602702668078,65.731608445198,65.5893183981316,"UK"
"456",2010,"Male",60.473093255308,60.7117556753784,60.6080001089575,"UK"
"457",2011,"Female",65.4293072691566,65.7104141738598,65.5783173919699,"UK"
"458",2011,"Male",60.4165622696506,60.663952560101,60.5494237277415,"UK"
"459",2012,"Female",65.429579058678,65.735783165454,65.580240077115,"UK"
"460",2012,"Male",60.4913594500315,60.6991222890249,60.5895086797011,"UK"
"461",2013,"Female",65.4577960458091,65.7361146236567,65.5892082470662,"UK"
"462",2013,"Male",60.583452396342,60.8315599918525,60.7075049654421,"UK"
"463",2014,"Female",65.362234865668,65.6805759780878,65.5475397864947,"UK"
"464",2014,"Male",60.3615036331601,60.6516229802761,60.5081291640882,"UK"
"465",2015,"Female",65.3903615826499,65.6557045728749,65.514302465723,"UK"
"466",2015,"Male",60.5646500565945,60.8000942845969,60.6778198088863,"UK"
"467",2016,"Female",65.5100954867485,65.794259414206,65.6361859472152,"UK"
"468",2016,"Male",60.454110160818,60.6964309337364,60.5688225193233,"UK"
"469",2017,"Female",1.42961961681068,1.43327310716143,1.43122053135867,"UK"
"470",2017,"Male",1.43071403123339,1.43440012643714,1.43234858547434,"UK"
"471",1971,"Female",59.5862030608288,59.7225717583913,59.650144782821,"All (removing missing)"
"472",1971,"Male",57.3508314407068,57.483910860899,57.408919913682,"All (removing missing)"
"473",1972,"Female",60.2081671039967,60.338084078607,60.2658127329896,"All (removing missing)"
"474",1972,"Male",57.7757650772653,57.9408567754547,57.844587074888,"All (removing missing)"
"475",1973,"Female",60.7948978268119,60.9228827356532,60.8552617407588,"All (removing missing)"
"476",1973,"Male",58.0866852408626,58.2641832173585,58.1869009244334,"All (removing missing)"
"477",1974,"Female",61.3428387610285,61.4849021737734,61.4049044563299,"All (removing missing)"
"478",1974,"Male",58.4517760540438,58.6145458127542,58.5391925983313,"All (removing missing)"
"479",1975,"Female",61.8852644182055,62.0069544267545,61.9622317121162,"All (removing missing)"
"480",1975,"Male",58.8586231845922,59.0418820391403,58.9258472299673,"All (removing missing)"
"481",1976,"Female",62.2838234083241,62.4279692151507,62.3620601020007,"All (removing missing)"
"482",1976,"Male",59.0765177435491,59.2924362923394,59.173195469732,"All (removing missing)"
"483",1977,"Female",62.7953151299532,62.9570009249852,62.8687922497263,"All (removing missing)"
"484",1977,"Male",59.350833590336,59.5639965675522,59.4523230366489,"All (removing missing)"
"485",1978,"Female",63.1594985146887,63.3103232970072,63.2505665487968,"All (removing missing)"
"486",1978,"Male",59.5776042232386,59.8131551067101,59.6771945046963,"All (removing missing)"
"487",1979,"Female",63.4913655911485,63.6511303340375,63.5689168573914,"All (removing missing)"
"488",1979,"Male",59.8877868008904,60.0727195082085,59.9765986734728,"All (removing missing)"
"489",1980,"Female",63.7810350888876,64.0074097316418,63.8972963913006,"All (removing missing)"
"490",1980,"Male",60.0527648903892,60.2877847184846,60.1857673748975,"All (removing missing)"
"491",1981,"Female",64.1154713628169,64.3028478061312,64.2246915351366,"All (removing missing)"
"492",1981,"Male",60.2445116675212,60.4742501779818,60.3424026588595,"All (removing missing)"
"493",1982,"Female",64.3675403085897,64.5707621853714,64.4878102707185,"All (removing missing)"
"494",1982,"Male",60.2626862345708,60.5289936356105,60.3950572157475,"All (removing missing)"
"495",1983,"Female",64.6783758331394,64.8914944842007,64.7781204553675,"All (removing missing)"
"496",1983,"Male",60.3531221379213,60.5919725384926,60.4691168261507,"All (removing missing)"
"497",1984,"Female",64.6972238352876,64.9033230770117,64.8122056437969,"All (removing missing)"
"498",1984,"Male",60.5446212671622,60.7777905697422,60.6445276183328,"All (removing missing)"
"499",1985,"Female",64.998859236139,65.2109874782736,65.1069255685078,"All (removing missing)"
"500",1985,"Male",60.6299086789959,60.9117555140994,60.7630090016452,"All (removing missing)"
"501",1986,"Female",65.2187938680776,65.4457700534938,65.3274807540564,"All (removing missing)"
"502",1986,"Male",60.7198941838021,60.9500076420172,60.8413598478292,"All (removing missing)"
"503",1987,"Female",65.2201937843231,65.4838426864881,65.3627112139496,"All (removing missing)"
"504",1987,"Male",60.7429607387665,61.0056748848535,60.8771401561482,"All (removing missing)"
"505",1988,"Female",65.4261857985348,65.6584263046007,65.5390671107741,"All (removing missing)"
"506",1988,"Male",60.7671167099319,61.0088769950083,60.8943567154401,"All (removing missing)"
"507",1989,"Female",65.4647409876867,65.6455485023335,65.556529694394,"All (removing missing)"
"508",1989,"Male",60.8159174946542,61.0646346116303,60.9332772560233,"All (removing missing)"
"509",1990,"Female",65.6381880907202,65.8436432571554,65.7447797409255,"All (removing missing)"
"510",1990,"Male",60.8507269691607,61.1145047863888,60.9794579377778,"All (removing missing)"
"511",1991,"Female",65.6669954774101,65.9027922907344,65.7814628192359,"All (removing missing)"
"512",1991,"Male",60.980567689532,61.2201876322083,61.0899906793016,"All (removing missing)"
"513",1992,"Female",65.7181022816737,66.0504632413149,65.9181995287159,"All (removing missing)"
"514",1992,"Male",60.8707815952257,61.0684537178135,60.958198064322,"All (removing missing)"
"515",1993,"Female",65.7214041262733,65.9687328380436,65.8346745715719,"All (removing missing)"
"516",1993,"Male",60.8698235323507,61.1647715974407,61.0232907812641,"All (removing missing)"
"517",1994,"Female",65.8942296011399,66.0855619268038,66.0035622870295,"All (removing missing)"
"518",1994,"Male",61.0022528633568,61.2224574630443,61.105027717942,"All (removing missing)"
"519",1995,"Female",65.8850612056676,66.1642752361646,66.0419247643023,"All (removing missing)"
"520",1995,"Male",60.9869741289386,61.2676919702864,61.1315262183662,"All (removing missing)"
"521",1996,"Female",65.7466089778216,65.9856972503977,65.8670422843891,"All (removing missing)"
"522",1996,"Male",60.9598381859099,61.2108594782514,61.1028815769385,"All (removing missing)"
"523",1997,"Female",65.8966761245784,66.2063538114103,66.0543504749708,"All (removing missing)"
"524",1997,"Male",60.8813388661893,61.1360866249168,61.0231866258882,"All (removing missing)"
"525",1998,"Female",65.9798012518489,66.2684185786405,66.1161380992381,"All (removing missing)"
"526",1998,"Male",61.0360988623706,61.2910862091299,61.1782943938725,"All (removing missing)"
"527",1999,"Female",65.9303804821033,66.1489284791721,66.0589339772525,"All (removing missing)"
"528",1999,"Male",60.966273122013,61.1944685205216,61.0749214833297,"All (removing missing)"
"529",2000,"Female",65.9401067865996,66.2265659741258,66.0943895881045,"All (removing missing)"
"530",2000,"Male",61.0919708245578,61.310958330465,61.1858591889896,"All (removing missing)"
"531",2001,"Female",65.8791355104078,66.1097450327177,65.9879859511723,"All (removing missing)"
"532",2001,"Male",61.084642793043,61.3183782048524,61.2096691416631,"All (removing missing)"
"533",2002,"Female",65.9700461623368,66.1886947448074,66.0930230989497,"All (removing missing)"
"534",2002,"Male",60.9915042826926,61.2091228904075,61.1009094344705,"All (removing missing)"
"535",2003,"Female",66.0594879188242,66.2843288505686,66.1869127791032,"All (removing missing)"
"536",2003,"Male",61.031951942449,61.2605822618331,61.1467064743992,"All (removing missing)"
"537",2004,"Female",65.8360926900856,66.0610725834542,65.9647993426798,"All (removing missing)"
"538",2004,"Male",60.8508162653894,61.097094760864,61.0006747514116,"All (removing missing)"
"539",2005,"Female",65.9413332915005,66.1933932809473,66.078504591604,"All (removing missing)"
"540",2005,"Male",60.9016126948308,61.1228395892514,60.9991675873243,"All (removing missing)"
"541",2006,"Female",65.9977188616976,66.2398698527241,66.1136239974603,"All (removing missing)"
"542",2006,"Male",61.0773112749041,61.3033906925521,61.1913594105685,"All (removing missing)"
"543",2007,"Female",65.9649056246705,66.1915202428191,66.0741061106737,"All (removing missing)"
"544",2007,"Male",60.9676825501468,61.2697395083682,61.1022169227732,"All (removing missing)"
"545",2008,"Female",65.9396333194186,66.1851009118981,66.0674563414715,"All (removing missing)"
"546",2008,"Male",60.9021768148055,61.2377382021337,61.0429997031962,"All (removing missing)"
"547",2009,"Female",66.025061035711,66.2662730271955,66.1516792500921,"All (removing missing)"
"548",2009,"Male",60.8323341318844,61.1143855044481,60.9933526196467,"All (removing missing)"
"549",2010,"Female",65.8970729850971,66.1640136670013,66.0435075073103,"All (removing missing)"
"550",2010,"Male",60.9783372950887,61.2053750169872,61.0788943543,"All (removing missing)"
"551",2011,"Female",65.9291633804717,66.1765489844944,66.0563738951757,"All (removing missing)"
"552",2011,"Male",60.9078412568722,61.1336989026271,61.0181776978318,"All (removing missing)"
"553",2012,"Female",65.8877267823046,66.1552774856399,66.0432209637369,"All (removing missing)"
"554",2012,"Male",60.9277219183259,61.1722328078853,61.0490822562509,"All (removing missing)"
"555",2013,"Female",65.9835491165983,66.2278390874144,66.0952362016739,"All (removing missing)"
"556",2013,"Male",61.0315738291796,61.2924955612792,61.1809193077166,"All (removing missing)"
"557",2014,"Female",65.904080552871,66.1562380211806,66.0169507322179,"All (removing missing)"
"558",2014,"Male",60.8541586278228,61.0868892940318,60.9689940101968,"All (removing missing)"
"559",2015,"Female",65.9272181049263,66.099932587537,66.0121692499012,"All (removing missing)"
"560",2015,"Male",61.058948696817,61.3082855351053,61.1434734334699,"All (removing missing)"
"561",2016,"Female",66.0214901658155,66.2080831809002,66.121839578591,"All (removing missing)"
"562",2016,"Male",60.9215056434858,61.1730315460492,61.0360247193294,"All (removing missing)"
"563",2017,"Female",1.42924344530945,1.43272418258726,1.43133710210783,"All (removing missing)"
"564",2017,"Male",1.43090209875714,1.43378503589106,1.43241536713762,"All (removing missing)"
